commodity,state,district,mandi,min_price,max_price,modal_price,arrival_date
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1893,2237,2087,2026-08-03
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1872,2203,1988,2026-08-04
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2011,2705,2325,2026-08-05
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1564,1895,1767,2026-08-06
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2032,2424,2299,2026-08-07
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2101,2383,2261,2026-08-08
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1970,2347,2100,2026-08-09
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1941,2393,2200,2026-08-10
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1711,2219,1976,2026-08-11
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1897,2362,2115,2026-08-12
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1766,2436,2078,2026-08-13
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1495,1710,1615,2026-08-14
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1810,2320,2042,2026-08-15
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1651,2055,1877,2026-08-16
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1966,2276,2072,2026-08-17
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1953,2445,2190,2026-08-18
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1824,2296,2016,2026-08-19
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1886,2184,2024,2026-08-20
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1858,2274,2114,2026-08-21
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2013,2498,2176,2026-08-22
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2016,2567,2344,2026-08-23
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1544,2094,1774,2026-08-24
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1953,2326,2112,2026-08-25
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1875,2442,2206,2026-08-26
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2039,2511,2320,2026-08-27
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2006,2477,2302,2026-08-28
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1964,2352,2092,2026-08-01
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1794,2389,2073,2026-08-02
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2075,2359,2232,2026-08-03
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1735,2114,1952,2026-08-04
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1820,2362,2024,2026-08-05
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1698,2352,1971,2026-08-06
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2123,2642,2421,2026-08-07
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2187,2756,2306,2026-08-08
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2081,2465,2211,2026-08-09
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1831,2320,2150,2026-08-10
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1615,2046,1900,2026-08-11
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1505,1993,1697,2026-08-12
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1838,2385,2004,2026-08-13
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1565,2088,1815,2026-08-14
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1897,2188,2031,2026-08-15
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1825,2421,2112,2026-08-16
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2052,2398,2275,2026-08-17
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2104,2538,2324,2026-08-18
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1904,2193,2020,2026-08-19
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1853,2221,1973,2026-08-20
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1729,2254,1884,2026-08-21
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1860,2327,2003,2026-08-22
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1906,2398,2183,2026-08-23
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1684,2234,1934,2026-08-24
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2093,2368,2232,2026-08-25
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2255,2948,2458,2026-08-26
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1762,2193,1919,2026-08-27
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1876,2254,2118,2026-08-28
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1734,2267,1970,2026-08-01
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1641,2028,1791,2026-08-02
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2036,2280,2160,2026-08-03
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1687,2199,1867,2026-08-04
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1954,2304,2077,2026-08-05
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1700,2355,1999,2026-08-06
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1933,2361,2243,2026-08-07
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1620,2214,1889,2026-08-08
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1642,2071,1844,2026-08-09
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1958,2507,2114,2026-08-10
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1712,2014,1808,2026-08-11
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1994,2530,2134,2026-08-12
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1853,2368,2050,2026-08-13
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2038,2523,2229,2026-08-14
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2047,2734,2280,2026-08-15
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1843,2153,1990,2026-08-16
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1857,2188,2056,2026-08-17
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2023,2374,2194,2026-08-18
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2012,2329,2125,2026-08-19
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1978,2210,2085,2026-08-20
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1487,1785,1617,2026-08-21
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2053,2734,2349,2026-08-22
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2041,2438,2188,2026-08-23
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2029,2424,2171,2026-08-24
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1933,2463,2110,2026-08-25
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2002,2516,2111,2026-08-26
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1903,2174,2040,2026-08-27
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2073,2364,2216,2026-08-28
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1802,2273,1914,2026-08-01
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1724,2268,1949,2026-08-02
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1644,2215,1856,2026-08-03
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2347,2860,2586,2026-08-04
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1883,2300,2174,2026-08-05
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1855,2158,2034,2026-08-06
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1770,2361,2066,2026-08-07
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1804,2246,2014,2026-08-08
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1915,2457,2117,2026-08-09
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1868,2389,2011,2026-08-10
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1704,2035,1815,2026-08-11
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2382,2990,2543,2026-08-12
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2129,2596,2417,2026-08-13
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1750,2018,1852,2026-08-14
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1699,2320,1958,2026-08-15
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1845,2351,2064,2026-08-16
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1799,2291,2038,2026-08-17
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1919,2537,2155,2026-08-18
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1670,2092,1874,2026-08-19
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1675,2261,1935,2026-08-20
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1877,2466,2140,2026-08-21
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1510,1690,1608,2026-08-22
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1965,2464,2147,2026-08-23
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1643,2200,1881,2026-08-24
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1720,2278,2008,2026-08-25
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1725,2269,1916,2026-08-26
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1777,2277,1949,2026-08-27
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,2116,2816,2369,2026-08-28
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,2013,2533,2237,2026-08-01
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1543,1875,1768,2026-08-02
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1977,2345,2145,2026-08-03
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2013,2364,2221,2026-08-04
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1922,2249,2067,2026-08-05
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1916,2340,2193,2026-08-06
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2258,2760,2593,2026-08-07
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2055,2612,2272,2026-08-08
Maize,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1777,2240,2053,2026-08-09
Maize,Uttar Pradesh,Mathura,Mathura APMC Mandi,1942,2560,2274,2026-08-10
Maize,Uttar Pradesh,Agra,Agra APMC Mandi,1799,2353,2104,2026-08-11
Maize,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2011,2502,2328,2026-08-12
Maize,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1991,2663,2220,2026-08-13
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1979,2353,2216,2026-08-01
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1887,2214,2035,2026-08-02
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2146,2492,2356,2026-08-03
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2590,2997,2759,2026-08-04
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2354,2865,2604,2026-08-05
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2384,2746,2516,2026-08-06
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1874,2401,2205,2026-08-07
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2009,2803,2340,2026-08-08
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2253,2974,2532,2026-08-09
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1967,2508,2185,2026-08-10
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2380,3016,2727,2026-08-11
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2247,2992,2629,2026-08-12
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2353,3015,2703,2026-08-13
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2041,2686,2352,2026-08-14
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2345,2970,2484,2026-08-15
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2328,2744,2511,2026-08-16
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2228,2609,2347,2026-08-17
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1841,2522,2117,2026-08-18
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2504,3171,2696,2026-08-19
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2071,2611,2222,2026-08-20
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2028,2601,2213,2026-08-21
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2410,2981,2724,2026-08-22
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2160,2947,2526,2026-08-23
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1740,2155,2015,2026-08-24
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2165,2724,2465,2026-08-25
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2022,2523,2144,2026-08-26
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2291,2855,2447,2026-08-27
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2471,2769,2614,2026-08-28
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2170,2740,2432,2026-08-01
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2361,3010,2531,2026-08-02
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2270,2883,2574,2026-08-03
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2396,2981,2553,2026-08-04
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1976,2476,2315,2026-08-05
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2211,2752,2435,2026-08-06
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2135,2608,2428,2026-08-07
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2303,2757,2464,2026-08-08
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2200,2706,2557,2026-08-09
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2458,3058,2770,2026-08-10
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2472,3077,2611,2026-08-11
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2409,3012,2678,2026-08-12
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2144,2545,2257,2026-08-13
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2318,2944,2464,2026-08-14
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2020,2537,2227,2026-08-15
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2261,2574,2435,2026-08-16
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2425,2756,2555,2026-08-17
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2236,2558,2387,2026-08-18
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2180,2660,2305,2026-08-19
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2264,2779,2545,2026-08-20
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2390,2959,2544,2026-08-21
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2042,2553,2188,2026-08-22
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2223,3022,2520,2026-08-23
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2023,2494,2280,2026-08-24
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2186,3030,2540,2026-08-25
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1907,2373,2169,2026-08-26
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1794,2159,2045,2026-08-27
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1917,2542,2179,2026-08-28
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1817,2338,2064,2026-08-01
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2025,2633,2301,2026-08-02
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2079,2454,2324,2026-08-03
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2083,2760,2321,2026-08-04
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1958,2613,2283,2026-08-05
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2116,2910,2487,2026-08-06
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2225,2615,2408,2026-08-07
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1940,2427,2255,2026-08-08
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2161,2876,2485,2026-08-09
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2345,3055,2547,2026-08-10
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2318,3070,2592,2026-08-11
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2012,2520,2342,2026-08-12
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2166,2803,2460,2026-08-13
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2189,2592,2465,2026-08-14
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1812,2497,2097,2026-08-15
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2179,2909,2528,2026-08-16
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2224,2785,2469,2026-08-17
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1927,2538,2129,2026-08-18
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1959,2547,2281,2026-08-19
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1998,2287,2148,2026-08-20
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1932,2615,2246,2026-08-21
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1975,2500,2127,2026-08-22
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2141,2806,2444,2026-08-23
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2602,3479,2910,2026-08-24
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2003,2483,2142,2026-08-25
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1957,2322,2127,2026-08-26
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2195,2895,2454,2026-08-27
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2338,3018,2629,2026-08-28
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2440,3198,2858,2026-08-01
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2020,2507,2231,2026-08-02
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2168,2566,2311,2026-08-03
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2356,2724,2563,2026-08-04
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2145,3012,2520,2026-08-05
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1964,2679,2261,2026-08-06
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2514,3235,2929,2026-08-07
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2190,2856,2530,2026-08-08
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2571,3071,2742,2026-08-09
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2167,2730,2482,2026-08-10
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2167,2498,2375,2026-08-11
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2119,2760,2424,2026-08-12
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2117,2508,2312,2026-08-13
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1586,2082,1807,2026-08-14
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2143,2671,2337,2026-08-15
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2062,2793,2404,2026-08-16
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1922,2417,2122,2026-08-17
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2279,2810,2420,2026-08-18
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2120,2668,2267,2026-08-19
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2022,2469,2331,2026-08-20
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2250,2983,2594,2026-08-21
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2268,2814,2584,2026-08-22
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2274,2750,2445,2026-08-23
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1768,2377,2010,2026-08-24
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1970,2675,2265,2026-08-25
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2313,2699,2554,2026-08-26
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2069,2683,2341,2026-08-27
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2336,2812,2550,2026-08-28
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2218,2866,2431,2026-08-01
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1960,2502,2182,2026-08-02
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2459,3060,2612,2026-08-03
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1938,2450,2121,2026-08-04
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2341,3034,2708,2026-08-05
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2299,2912,2613,2026-08-06
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1893,2466,2223,2026-08-07
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2188,2761,2481,2026-08-08
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2148,2621,2434,2026-08-09
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2254,2839,2472,2026-08-10
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1802,2303,2114,2026-08-11
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2134,2783,2383,2026-08-12
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2182,2815,2348,2026-08-13
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2404,3024,2609,2026-08-14
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1999,2814,2349,2026-08-15
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2271,2951,2527,2026-08-16
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2099,2626,2322,2026-08-17
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2298,2814,2636,2026-08-18
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1947,2373,2202,2026-08-19
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2229,2859,2422,2026-08-20
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1948,2161,2052,2026-08-21
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2378,2948,2701,2026-08-22
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1894,2353,2162,2026-08-23
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2047,2519,2273,2026-08-24
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2122,2863,2444,2026-08-25
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2539,3036,2830,2026-08-26
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2287,2799,2486,2026-08-27
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2028,2577,2303,2026-08-28
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2324,2801,2567,2026-08-01
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2101,2647,2460,2026-08-02
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,1983,2549,2208,2026-08-03
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2187,2857,2484,2026-08-04
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,1980,2432,2108,2026-08-05
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2469,3262,2787,2026-08-06
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2338,2831,2558,2026-08-07
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2237,2903,2529,2026-08-08
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,2162,2790,2438,2026-08-09
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2119,2656,2355,2026-08-10
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2223,2696,2541,2026-08-11
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2490,3153,2666,2026-08-12
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2022,2741,2303,2026-08-13
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1940,2396,2229,2026-08-14
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2356,2783,2510,2026-08-15
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,1939,2555,2246,2026-08-16
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,2106,2791,2395,2026-08-17
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2155,2697,2483,2026-08-18
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1955,2677,2276,2026-08-19
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2304,2850,2477,2026-08-20
Wheat,Uttar Pradesh,Agra,Agra APMC Mandi,2168,2834,2382,2026-08-21
Wheat,Uttar Pradesh,Varanasi,Varanasi APMC Mandi,1846,2401,2130,2026-08-22
Wheat,Uttar Pradesh,Kanpur,Kanpur APMC Mandi,2054,2776,2362,2026-08-23
Wheat,Uttar Pradesh,Lucknow,Lucknow APMC Mandi,1899,2414,2170,2026-08-24
Wheat,Uttar Pradesh,Mathura,Mathura APMC Mandi,2404,2749,2597,2026-08-25
